id    source    source_cleaned    popularity
34014    obtuseness    obtuseness    13
34015    obtusion    obtusion    12
34016    obverse    obverse    22
34017    obvert    obvert    17
34018    obvervant    obvervant    14
34019    obviate    obviate    40
34020    obvious    obvious    1186
34021    obviously    obviously    1269
34022    obviousness    obviousness    21
34023    oc-.    oc    8
34024    oca    oca    417
34025    occasion    occasion    999
34026    occasionable    occasionable    15
34027    occasional    occasional    187
34028    occasionally    occasionally    725
34029    occasioner    occasioner    18
34030    occident    occident    0
34031    occidental    occidental    992
34032    occiduous    occiduous    9
34033    occipital    occipital    39
34034    occiput    occiput    27
34035    occlude    occlude    41
34036    occlusion    occlusion    60
34037    occlusive    occlusive    24
34038    occult    occult    105
34039    occultation    occultation    31
34040    occultism    occultism    39
34041    occultist    occultist    26
34042    occultness    occultness    13
34043    occupancy    occupancy    245
34044    occupant    occupant    83
34045    occupation    occupation    862
34046    occupational    occupational    278
34047    occupier    occupier    37
34048    occupy    occupy    522
34049    occur    occur    2738
34050    occurrence    occurrence    551
34051    ocean    ocean    5008
34052    "ocean liner"    "ocean liner"    60
34053    oceanarium    oceanarium    32
34054    oceanic    oceanic    83
34055    oceanographer    oceanographer    31
34056    oceanography    oceanography    67
34057    ocellated    ocellated    14
34058    ocellatee    ocellatee    19
34059    ocelot    ocelot    197
34060    ocherous    ocherous    21
34061    ochreous    ochreous    17
34062    ochery    ochery    30
34063    ochlocracy    ochlocracy    21
34064    ochra    ochra    41
34065    ochre    ochre    55
34066    ocher    ocher    55
34067    OCR    ocr    36
34068    octagon    octagon    242
34069    octagonal    octagonal    28
34070    octahedral    octahedral    20
34071    octahedron    octahedron    23
34072    octandria    octandria    20
34073    octane    octane    47
34074    octangular    octangular    28
34075    octant    octant    18
34076    octateuch    octateuch    7
34077    octave    octave    85
34078    octavo    octavo    397
34079    octennial    octennial    16
34080    octet    octet    22
34081    octillion    octillion    15
34082    October    october    1904
34083    octoedrical    octoedrical    13
34084    octogenarian    octogenarian    23
34085    octogenary    octogenary    13
34086    octonocular    octonocular    12
34087    octopetalous    octopetalous    14
34088    octopus    octopus    1316
34089    octostyle    octostyle    8
34090    octosyllabic    octosyllabic    12
34091    octuple    octuple    33
34092    ocular    ocular    237
34093    ocularly    ocularly    20
34094    oculate    oculate    13
34095    oculist    oculist    40
34096    odalisk    odalisk    19
34097    odalisque    odalisque    16
34098    odd    odd    1298
34099    oddball    oddball    47
34100    oddity    oddity    75
34101    oddly    oddly    136
34102    oddness    oddness    15
34103    odds    odds    672
34104    ode    ode    241
34105    odeon    odeon    0
34106    odic    odic    23
34107    odious    odious    71
34108    odiously    odiously    22
34109    odiousness    odiousness    17
34110    odometer    odometer    121
34111    odometrical    odometrical    11
34112    odontalgia    odontalgia    62
34113    odontalgic    odontalgic    14
34114    odontograph    odontograph    15
34115    odontoid    odontoid    16
34116    odontologist    odontologist    21
34117    odor    odor    400
34118    odoriferous    odoriferous    36
34119    odorless    odorless    44
34120    odourless    odourless    20
34121    odorous    odorous    29
34122    odour    odour    47
34123    odyl    odyl    39
34124    odyssey    odyssey    0
34125    oe    oe    153
34126    oeconomics    oeconomics    12
34127    oecumenical    oecumenical    21
34128    oedema    oedema    28
34129    oedematous    oedematous    18
34130    oenologist    oenologist    34
34131    oenology    oenology    21
34132    oesophagus    oesophagus    31
34133    oestrus    oestrus    43
34134    of    of    12907
34135    off    off    3902
34136    "off ramp"    "off ramp"    60
34137    "off stage"    "off stage"    58
34138    offal    offal    66
34139    offbeat    offbeat    56
34140    offence    offence    229
34141    offenceless.    offenceless    29
34142    offend    offend    557
34143    offender    offender    253
34144    offending    offending    50
34145    offendress    offendress    22
34146    offense    offense    505
34147    offenseless    offenseless    26
34148    offensive    offensive    307
34149    offensively    offensively    38
34150    offensiveness    offensiveness    29
34151    offer    offer    3669
34152    offering    offering    512
34153    offertory    offertory    43
34154    offhand    offhand    34
34155    offhandedly    offhandedly    37
34156    offhandedness    offhandedness    22
34157    office    office    3949
34158    "office supplies"    "office supplies"    155
34159    officer    officer    1431
34160    official    official    1463
34161    officialism    officialism    24
34162    officially    officially    343
34163    officiate    officiate    94
34164    officinal    officinal    25
34165    officious    officious    53
34166    officiously    officiously    25
34167    officiousness    officiousness    20
34168    offing    offing    36
34169    offish    offish    39
34170    off-key    offkey    25
34171    off-limits    offlimits    48
34172    offscouring    offscouring    22
34173    offscum    offscum    33
34174    offset    offset    536
34175    offshoot    offshoot    64
34176    offshore    offshore    241
34177    offspring    offspring    381
34178    "off-the cuff"    "offthe cuff"    21
34179    offward    offward    20
34180    oft    oft    59
34181    often    often    5994
34182    oftentimes    oftentimes    181
34183    oftimes    oftimes    17
34184    ogee    ogee    35
34185    ogival    ogival    36
34186    ogive    ogive    37
34187    ogle    ogle    68
34188    ogler    ogler    21
34189    ogling    ogling    34
34190    oglio    oglio    19
34191    ogre    ogre    226
34192    ogress    ogress    34
34193    oh!    oh    159
34194    ohm    ohm    50
34195    oho    oho    101
34196    oil    oil    4915
34197    "oil paper"    "oil paper"    48
34198    "oil platform"    "oil platform"    52
34199    oil-can    oilcan    82
34200    oildrum    oildrum    31
34201    oiler    oiler    47
34202    oilet    oilet    36
34203    oilet-hole    oilethole    25
34204    oilfield    oilfield    32
34205    oiliness    oiliness    15
34206    oilman    oilman    0
34207    oil-refinery    oilrefinery    67
34208    oilwell    oilwell    34
34209    oily    oily    137
34210    oily-grain    oilygrain    21
34211    oink    oink    163
34212    ointment    ointment    342
34213    okay    okay    4258
34214    okra    okra    593
34215    old    old    12600
34216    "old hand"    "old hand"    77
34217    "old school"    "old school"    161
34218    "old wife"    "old wife"    142
34219    olden    olden    97
34220    old-fashioned    oldfashioned    336
34221    oldie    oldie    53
34222    oldish    oldish    40
34223    old-line    oldline    42
34224    oldness    oldness    80
34225    old-time    oldtime    29
34226    oleaceous    oleaceous    23
34227    oleafiant    oleafiant    21
34228    oleaginous    oleaginous    34
34229    oleander    oleander    104
34230    oleaster    oleaster    36
34231    oleate    oleate    32
34232    oleic    oleic    28
34233    olein    olein    25
34234    oleomargarine    oleomargarine    23
34235    oleose    oleose    25
34236    Oleous    oleous    34
34237    oleraceous    oleraceous    15
34238    olfactory    olfactory    50
34239    olibanum    olibanum    10
34240    oligarchy    oligarchy    159
34241    olio    olio    155
34242    olitory    olitory    18
34243    olivaceous    olivaceous    16
34244    olivary    olivary    21
34245    olive    olive    2286
34246    "olive branch"    "olive branch"    54
34247    olive-bearing    olivebearing    16
34248    olive-color    olivecolor    30
34249    olive-drab    olivedrab    13
34250    olive-green    olivegreen    27
34251    olive-grove    olivegrove    10
34252    olive-oil    oliveoil    75
34253    olive-tree    olivetree    20
34254    olive-yard    oliveyard    10
34255    olla    olla    2772
34256    olympiad    olympiad    34
34257    olympian    olympian    91
